id;name;producer;category;subcategory;amount;status;fillLevel;flavorTags;usageTags;styleTags;guestTags;originTags;descriptionShort;tastingNotes;bestUse;serving;sourceStatus;notes
csv-122-la-monetta-gavi-2023;La Monetta Gavi 2023;La Monetta;Wein / Champagner;Weißwein;1 Flasche;Unbekannt;100%;Trocken | Zitrisch | Fruchtig | Floral;Pur | Aperitif;Wine;;Italien;La Monetta Gavi 2023 ist als Wein / Weißwein eingeordnet. Geschmack: Trocken, Zitrisch, Fruchtig, Floral. Nutzung: Pur, Aperitif.;;;;curated-existing;
csv-123-silvaner-juliusspital-iphofer-julius-ech;Silvaner Juliusspital Iphöfer Julius-Echter-Berg 2022;Juliusspital;Wein / Champagner;Weißwein;1 Flasche;Ungeöffnet;100%;Trocken | Zitrisch | Fruchtig;Pur | Aperitif;Wine;;Deutschland;Silvaner Juliusspital Iphöfer Julius-Echter-Berg 2022 ist als Wein / Weißwein eingeordnet. Geschmack: Trocken, Zitrisch, Fruchtig. Nutzung: Pur, Aperitif.;;;;curated-existing;
csv-124-veuve-monsigny-brut-reserve-champagner;Champagne Vive Monsigny Brut Réserve;Veuve Monsigny;Wein / Champagner;Champagner;1 Flasche;Ungeöffnet;100%;Trocken | Zitrisch | Fruchtig;Pur | Aperitif;Wine;;Frankreich;Veuve ?Monsigny Brut Réserve Champagner ist als Wein / Champagner eingeordnet. Geschmack: Trocken, Zitrisch, Fruchtig. Nutzung: Pur, Aperitif.;;;;curated-existing;
csv-125-bulleit-bourbon-10-years;Bulleit Bourbon 10 Years;Bulleit;Whisky;Bourbon;2 Flaschen;Geöffnet;100%;Süß | Rauchig | Trocken;Pur | Cocktailbasis | Spirit-Forward | Frisch & Sour;Bourbon | Kentucky Straight Bourbon | 10 Jahre | Eiche | Vanille | Old Fashioned | Whiskey Sour;;USA | Kentucky;Gereifter Bourbon mit viel Eiche, Vanille, Trockenfrucht und einem langen, leicht rauchigen Abgang. Kräftig, rund und sehr gut für puren Genuss, Old Fashioned oder Whiskey Sour mit mehr Tiefe.;;;;user-approved-curated;
csv-126-bulleit-rye;Bulleit Rye;Bulleit;Whisky;Rye Whiskey;1 Flasche;Ungeöffnet;100%;Trocken | Süß;Cocktailbasis | Spirit-Forward | Pur;Rye Whiskey | American Rye | 95% Rye | würzig | kräftig | Manhattan | Old Fashioned | Sazerac;;USA | Kentucky;Würziger Rye Whiskey mit Vanille, Honig, Eiche und klarer Roggenwürze. Trocken, griffig und cocktailstark — besonders passend für kräftige Klassiker wie Manhattan, Old Fashioned oder Sazerac.;;;;user-approved-curated;
csv-127-glenfiddich-15-solera-reserve;Glenfiddich 15 Solera Reserve;Glenfiddich;Whisky;Scotch Single Malt;1 Flasche;Unbekannt;100%;Süß | Fruchtig | Nussig;Pur | Digestif | Spirit-Forward;Single Malt Scotch | Speyside | 15 Jahre | Solera | Honig | Vanille | Sherry-Eiche | Zimt;;Schottland | Speyside;Runder Single Malt mit Honig, Vanille, dunkler Frucht und sanfter Würze. Zugänglich und weich, ideal für Gäste, die Scotch kennenlernen möchten, ohne Rauch oder Schwere im Glas zu haben.;;;;user-approved-curated;
csv-128-glenmorangie-quinta-ruban-14;Glenmorangie Quinta Ruban 14;Glenmorangie;Whisky;Scotch Single Malt;1 Flasche;Unbekannt;100%;Süß | Nussig | Zitrisch | Fruchtig;Pur | Digestif | Spirit-Forward;Single Malt Scotch | Highland | 14 Jahre | Port Cask Finish | Schokolade | Orange | Walnuss;;Schottland | Highlands;Highland Single Malt mit Portwein-Einfluss, dunkler Schokolade, Orange, Nuss und warmer Süße. Elegant, dessertnah und sehr passend als ruhiger Digestif.;;;;user-approved-curated;
csv-129-jack-daniel-s-honey;Jack Daniel’s Honey;Jack Daniel’s;Whisky;Flavored Whiskey;1 Flasche;Unbekannt;100%;Süß;Longdrink & Highball | Modifier | Cocktailbasis;Flavored Whiskey | Whiskey-Likör | Tennessee Honey | Honig | Vanille;;USA | Tennessee;Süßer Whiskey-Likör auf Tennessee-Whiskey-Basis mit Honig, Vanille und weicher Würze. Am besten für einfache Highballs, Dessertdrinks oder Gäste, die Whiskey milder und süßer mögen.;;;;user-approved-curated;
csv-130-jack-daniel-s-tennessee-apple;Jack Daniel’s Tennessee Apple;Jack Daniel’s;Whisky;Flavored Whiskey;1 Flasche;Unbekannt;100%;Fruchtig | Süß;Longdrink & Highball | Modifier | Cocktailbasis;Flavored Whiskey | Whiskey-Likör | Tennessee Apple | Apfel | Vanille;;USA | Tennessee;Fruchtiger Whiskey-Likör mit grünem Apfel, Vanille und sanfter Tennessee-Whiskey-Wärme. Unkompliziert für Highballs, Apple-Whiskey-Drinks und süß-frische Gästedrinks.;;;;user-approved-curated;
csv-131-johnnie-walker-18-years;Johnnie Walker 18 Years;Johnnie Walker;Whisky;Blended Scotch;1 Flasche;Unbekannt;100%;Zitrisch | Nussig | Süß | Rauchig;Pur | Digestif | Spirit-Forward;Blended Scotch | 18 Jahre | Vanille | Mandel | Mandarine | dezenter Rauch;;Schottland;Eleganter Blended Scotch mit Zitrusfrucht, Mandeln, warmer Vanille und dezenter Rauchigkeit. Ausgewogen, weich und lang im Abgang — ein sehr guter Whisky für Gäste, die Tiefe ohne Härte suchen.;;;;user-approved-curated;
csv-132-johnnie-walker-blue-label;Johnnie Walker Blue Label;Johnnie Walker;Whisky;Blended Scotch;1 Flasche;Unbekannt;100%;Süß | Floral | Rauchig;Pur | Digestif | Spirit-Forward;Blended Scotch | Premium Whisky | Sipping Whisky | Vanille | Honig | feiner Rauch;;Schottland;Luxuriöser Blended Scotch mit Vanille, Honig, floraler Eleganz und feinem Rauch. Weich, tief und rund — ein Whisky für ruhige, besondere Momente und puren Genuss.;;;;user-approved-curated;
csv-133-johnnie-walker-gold-label-reserve;Johnnie Walker Gold Label Reserve;Johnnie Walker;Whisky;Blended Scotch;1 Flasche;Unbekannt;100%;Süß | Fruchtig | Rauchig;Pur | Longdrink & Highball | Spirit-Forward;Blended Scotch | Highball | Vanille | Honig | tropische Frucht | leichter Rauch;;Schottland;Runder Blended Scotch mit Honig, Vanille, tropischer Frucht und einem sanften Rauchhauch. Weich, zugänglich und festlich — ideal pur, auf Eis oder als gehobener Whisky-Highball.;;;;user-approved-curated;
csv-134-knob-creek-9;Knob Creek 9;Knob Creek;Whisky;Bourbon;1 Flasche;Unbekannt;100%;Süß | Nussig | Trocken;Pur | Cocktailbasis | Spirit-Forward | Frisch & Sour;Bourbon | Kentucky Straight Bourbon | 9 Jahre | 100 Proof | Small Batch | Old Fashioned | Whiskey Sour;;USA | Kentucky;Kräftiger Kentucky Bourbon mit Vanille, Karamell, gerösteter Eiche und nussiger Tiefe. Voll, würzig und trocken genug für klassische Bourbon-Drinks, aber auch pur ein sehr charaktervoller Hausbar-Whiskey.;;;;user-approved-curated;
csv-135-legent-bourbon;Legent Bourbon;Legent;Whisky;Bourbon;1 Flasche;Geöffnet;100%;Süß | Fruchtig;Pur | Spirit-Forward | Cocktailbasis;Bourbon | Kentucky Straight Bourbon | Wine Cask Finish | Sherry Cask Finish | Vanille | Karamell | Trockenfrucht;;USA | Kentucky;Eleganter Kentucky Bourbon mit Vanille, Karamell, Trockenfrucht und warmer Eiche. Durch Wein- und Sherryfass-Einflüsse wirkt er fruchtiger und runder als klassische Bourbons, ohne seine kräftige Bourbon-Basis zu verlieren.;;;;user-approved-curated;
csv-136-maker-s-mark-46;Maker’s Mark 46;Maker’s Mark;Whisky;Bourbon;1 Flasche;Unbekannt;100%;Süß | Nussig;Pur | Cocktailbasis | Spirit-Forward;Bourbon | Kentucky Straight Bourbon | Wheated Bourbon | French Oak Staves | Vanille | Karamell | Zimt;;USA | Kentucky;Weicher Bourbon mit Vanille, Karamell, gerösteter Eiche und warmer Zimtwürze. Runder und komplexer als der klassische Maker’s Mark, aber immer noch zugänglich und sehr angenehm pur oder in kräftigen Bourbon-Drinks.;;;;user-approved-curated;
csv-137-nikka-from-the-barrel;Nikka From The Barrel;Nikka;Whisky;Japanese Whisky;1 Flasche;Unbekannt;100%;Süß | Zitrisch | Fruchtig;Pur | Spirit-Forward | Longdrink & Highball;Japanese Whisky | Blended Whisky | 51,4% | High Proof | Orange | Vanille | Karamell;;Japan;Kraftvoller japanischer Whisky mit dichter Struktur, Orange, Vanille, Karamell und würziger Tiefe. Intensiv, konzentriert und elegant — besonders gut für puren Genuss, auf Eis oder sehr klare Spirit-Forward-Drinks.;;;;user-approved-curated;
csv-138-nikka-miyagikyo-single-malt;Nikka Miyagikyo Single Malt;Nikka;Whisky;Japanese Single Malt;1 Flasche;Unbekannt;100%;Fruchtig | Floral | Süß;Pur | Digestif | Spirit-Forward;Japanese Single Malt | Miyagikyo | Apfel | Birne | Pfirsich | Sherry-Anklänge | feine Würze;;Japan;Eleganter japanischer Single Malt mit Apfel, floraler Frische, sanfter Süße und feiner Würze. Leichter und filigraner als viele kräftige Whiskys — ideal für Gäste, die einen ruhigen, fruchtigen und eleganten Whisky suchen.;;;;user-approved-curated;
csv-139-the-balvenie-caribbean-cask-14;The Balvenie Caribbean Cask 14;The Balvenie;Whisky;Scotch Single Malt;1 Flasche;Unbekannt;100%;Süß | Fruchtig;Pur | Digestif | Spirit-Forward;Single Malt Scotch | Speyside | 14 Jahre | Rum Cask Finish | Honig | Toffee | Vanille | tropische Frucht;;Schottland | Speyside;Weicher Single Malt mit Honig, Toffee, Vanille und einem Hauch tropischer Frucht. Das Rumfass-Finish macht ihn rund, warm und sehr zugänglich — ein schöner Whisky für Gäste, die milde, süßere Stile mögen.;;;;user-approved-curated;
csv-140-the-dalmore-port-wood-reserve;The Dalmore Port Wood Reserve;The Dalmore;Whisky;Scotch Single Malt;1 Flasche;Unbekannt;100%;Fruchtig | Süß | Nussig | Zitrisch;Pur | Digestif | Spirit-Forward;Single Malt Scotch | Highland | Port Wood Reserve | Tawny Port Pipes | rote Beeren | Orange | Karamell | Kastanie;;Schottland | Highlands;Opulenter Single Malt mit roter Frucht, Orange, Karamell und dunkler Süße. Voll, elegant und genussorientiert — ein Whisky für den ruhigen Moment nach dem Essen.;;;;user-approved-curated;
csv-141-woodford-reserve;Woodford Reserve;Woodford Reserve;Whisky;Bourbon;1 Flasche;Unbekannt;100%;Süß | Nussig | Zitrisch;Pur | Cocktailbasis | Spirit-Forward | Frisch & Sour;Bourbon | Kentucky Straight Bourbon | Distiller’s Select | Vanille | Karamell | Orange | Old Fashioned | Whiskey Sour;;USA | Kentucky;Klassischer Kentucky Bourbon mit Vanille, Karamell, Orange, gerösteter Eiche und nussiger Würze. Rund, balanciert und vielseitig — stark genug für Old Fashioned und Whiskey Sour, aber weich genug für den puren Einstieg.;;;;user-approved-curated;
csv-rewe-beste-wahl-holunderbluete-getraenkesirup;REWE Beste Wahl Holunderblüte Getränkesirup;REWE Beste Wahl;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Floral | Süß;Modifier | Spritz | Longdrink & Highball;Holunderblütensirup | alkoholfrei | Sirup | Sommerdrinks;;Deutschland;Alkoholfreier Holunderblütensirup mit floraler Süße für Spritz-Drinks, Limonaden und leichte Highballs. Er bringt schnell Frische und Blütenaroma ins Glas, ohne die Spirituose zu dominieren.;;;;user-approved-curated;
csv-riemerschmid-rohrzucker-bar-sirup;Riemerschmid Rohrzucker Bar-Sirup;Riemerschmid;Sirup / Mixer;Sirup;1 Flasche;Unbekannt;100%;Süß;Modifier | Frisch & Sour | Longdrink & Highball | Cocktailbasis;Rohrzuckersirup | Cane Sugar | Barsirup | Riemerschmid;;Deutschland;Klassischer Rohrzuckersirup für saubere, neutrale Süße in Cocktails. Besonders praktisch für Sours, Daiquiris, Highballs und Drinks, bei denen Zucker Struktur geben soll, ohne eigene Aromatik vorzudrängen.;;;;user-approved-curated;
csv-western-gold-kentucky-bourbon-whiskey;Western Gold Kentucky Bourbon Whiskey;Western Gold;Whisky;Bourbon;1 Flasche;Unbekannt;100%;Süß;Cocktailbasis | Spirit-Forward | Pur;Bourbon | Kentucky Bourbon | American Whiskey | Mixing Bourbon;;USA | Kentucky;Geradliniger Kentucky Bourbon mit Vanille, Karamell und leichter Eichenwürze. Ein unkomplizierter Hausbar-Bourbon für einfache Whiskey-Drinks, Longdrinks und klassische Bourbon-Cocktails.;;;;user-approved-curated;
